text,labels
Compared with other substrates this variability is small and could be due to the presence of degrading microorganisms in all aggregates,O O O B-Agr O O O O O O O O O O O O O B-Agr O O O
The apparent Km value with the two substrates was 0,O O O O O O O B-Agr O O
Recurrence rate of SCAD was 3,O O O B-Agr O O
Thus LA dilatation and dysfunction reflect early LA myopathy which might itself be responsible for cardioembolic stroke,O O O O B-Agr O O O B-Agr O O O O O O O O
In a recent work Wang et al,O O O B-Agr O O O
However the mechanisms involved in RSV entering into the CNS have been poorly described,O O O O O O O O O B-Agr O O O O
The mean willingness to pay for an additional hour of IC was ?10,O O O O B-Agr O O O O O O O O
Quantitative T1 and T2 mapping were performed with a 1,O O O O B-Agr O O O O O
The mean BMI was 43?kg/m(2) (23-52?kg/m(2)),O O B-Agr O O O
A preliminary IUCN conservation status of Critically Endangered (CR) is proposed,O O O B-Agr O O O O O O O
Three non-exclusive hypotheses may explain these observations:1,O O O B-Agr O O O
Here we present studies that explore the auxiliary bacterial microbiota of the nematodes (hypothesis 2),O O O O O O O O O O O O B-Agr O O
This allowed to adjust for the differences in radiometry of the images and to detect temporal variations of image-derived indices,O O O O O O O O O O O O O O O O B-Agr O O O
The comparison of seasonal variations occurs to be a way of study of the biological response to perturbation,O O O O B-Agr O O O O O O O O O O O O O
Our simulated wetland extents are also difficult to evaluate due to extensive disagreements between wetland mapping and remotely sensed inundation datasets,O O O O O O O O O O O O O O O B-Agr O O O O O
They are morphologically and texturally diverse ranging from tabular covered by a cauliflower-like crust to columnar ones with a smooth surface,O O O O O O O O O O O O B-Agr O O O O O O O O
The 1st century (in BHM also the 10th century) may even have been slightly warmer than the 20th century but the difference is not statistically significant,O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O
In this situation recent reviews have called to expand the range of DOM and ENPs studied,O O O O B-Agr O O O O O O O O O O O
Therefore our work focuses on the diversity of the DOM and PM types investigated,O O B-Agr O O O O O O O O O O O
Such a high capacity of stabilization by char particles could not be explained by adorbtion alone,O O O O O B-Agr O O O O O O O O O O
Only some of these impacts were quantified,O O O O B-Agr O O
Alternative flushing schedules are discussed to reduce these impacts,O O O O O O O O B-Agr
The aim of this scheme defined by Lemaire (2010) is to produce timber from sessile oak within 100 years,O O O O O O O O O O O O O O O B-Agr O O O
However timber was supposed to pay for providing the non-market ecological and social benefits,O O O O O B-Agr O O O O O O O O
The mine worked mainly in the first half of the twentieth century and it was definitely closed by 1953,O O B-Agr O O O O O O O O O O O O O O O O
First within the same STS coalitions may vary widely both in terms of the degree of coordination and the actors involved,O O O O O O B-Agr O O O O O O O O O O O O O O
This book is based on the large French cities realizations and experiments,O O O O O O O O B-Agr O O O
Small-scale study of complex debris flows are useful to solve many practical problems,O O O O B-Agr O O O O O O O O
The latter can be reproduced through vegetative propagation (clone) and through generative propagation (seed),O O O O O O O B-Agr O O O O B-Agr O
Torrential beds present a chaotic aspect that can be interprated with difficulty when they express the functioning of the torrent,O B-Agr O O O O O O O O O O O O O O O O O O
It determines the susceptibility to floods,O O O O O B-Agr
It is not a question of instituting rights of nature,O O O O O O O B-Agr O O
However our obligations with respect to future generations encompass duties to nature,O O O O O O O B-Agr O O O O
Variations of concentrations and flows are described,B-Agr O O O O O O
Work was carried out with two generations of raised sturgeons,B-Agr O O O O O B-Agr O O O
Thus the tensiometers could have been beyond the practical limit of wetting,O O B-Agr O O O O O O O O O
The experimental work was based on SANS experiments,O O B-Agr O O O O O
The Maillard reaction occurs during many thermal treatments of foods,O O O O O O O O O B-Agr
The origin of these decrements is unknown but evidence suggests that they can be partly attributed to mitochondrial dysfunction,O O O O O O O O O O O O O O O O O O B-Agr
Together these findings suggest that RGS9?2 plays a pivotal role in LID pathophysiology,O O O O O O O O O O O O B-Agr
A first step to understand the importance of volunteers is to characterize their capacity to reproduce autonomously for several generations,O O O O O O O O O O O O O O O O O O O B-Agr
Previous studies suggest that altered basal ganglia function may contribute to IFN-alpha-induced neuropsychological and behavioural changes,O O O O O O O O B-Agr O O O O O O O
These financial impacts represent 0,O O B-Agr O O
Trainees focusing on their perception do not make it more salient precise and detailed as per the representational interpretation of perception,O O O O B-Agr O O O O O O O O O O O O O O O B-Agr
The Panel considered that there are no indications for food allergic reactions to this endo-14-beta-xylanase by dietary exposure,O O O O O O O O O B-Agr O O O O O O O O
It did not give rise to concern for genotoxicity,O O O O B-Agr O O O O
TDS and TDL have a big potential in the study of food pairing which should be further exploited,O O O O O O O O O O O B-Agr O O O O O O
Caution should be exercised in cases of prosthetic valve endocarditis,O O O B-Agr O O O O O O
People with T2D and physicians exhibited differing perceptions regarding the transition,B-Agr O O O O O O B-Agr O O O
Support from insulin-treated peers may enable this transition to occur with fewer anxieties in insulin-naive people with T2D,O O O O B-Agr O O O O O O O O O O B-Agr O O
CONCLUSIONS: Accommodation may play a role when comparing optical and simulated defocus and astigmatism combinations,O O B-Agr O O O O O O O O O O O O
Persistent severe airway obstruction despite massive doses of corticosteroids and maximal pharmacologically induced bronchodilation is the main cause of treatment failure,O O O O O O O O B-Agr O O O O O O O O O O O O
Conclusion 1C12 1E12 and 2E1 are tools for studying the pathophysiology of autoimmune HIT,O O O O O O O O O O B-Agr O O O
Our work also determined that hypothermia inhibited PTP opening by a CypD-dependent mechanism and acted on a pro-survival signaling pathway,O B-Agr O O O O O O O O O O O O O O O O O O
X-ray microtomography reveals the importance of connectivity between vessels to improve embolism resistance,O O O O O O O O B-Agr O O O O
Among the latter the generation of post-translational modifications of HDL could play a role,O O O O B-Agr O O O O O O O O O
This is in good accordance with the Preferential Substrate Utilization hypothesis (Cheng and Kuzyakov 2005),O O O O O O O O B-Agr O O O O O O
She was then referred to our internal medicine department for further work-up,O O O O O O O B-Agr O O O B-Agr
Finally we show that EVs support plasmin generation,O O O O O O O B-Agr
Each year millions of people worldwide are treated for primary or recurrent pelvic malignancies involving radiotherapy in almost 50% of cases,O O O O B-Agr O O O O O O O O O O O O O O O O
Mitochondrial dysfunction is deemed to be one important mechanism involved in NAFLD worsening,O B-Agr O O O O O O O O O O O
Conclusion This work shows that the salivary metabolome should be considered when studying the changes occurring during infancy,O O B-Agr O O O O O O O O O O O O O O O
Microalgae biofilms have been proposed as an efficient alternative to suspended cultures [1],O B-Agr O O O O O O O O O O O
Yet understanding the genomic response to invasion may help to predict the conditions under which invasiveness can be enhanced or suppressed,O O O O O O O B-Agr O O O O O O O O O O O O O
Furthermore addition of soluble GAGs inhibited both CCR5 binding and functional response with a rank of potency similar to that found in surface plasmon resonance experiments,O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O
These functional and morphological neuroglial changes are triggered by postprandial hyperglycemia,O O O O O O O O O O B-Agr
CONCLUSIONS: The practice of early extubation was not associated with an increased proportion of intraventricular hemorrhages,O O O O O O O O O O O O O O O B-Agr
These PTM were not present on VEG and SAL,O O O O O O O O B-Agr
In the present work we explored if different microbiota would differentially impact olfaction,O O O B-Agr O O O O O O O O O
Thus HVR1 and ApoE are critical regulators of HCV propagation,O O O O O O O O O B-Agr
ARFID is characterized by a lack of interest in eating or avoiding specific types of foods because of their sensory characteristics,O O O O O O O O O O O O O O O B-Agr O O O O O
Its treatment should also be adapted depending on the severity of the nutritional problem and may involve hospitalization with multidisciplinary care (pediatrician nutritional therapist dietitian psychologists and speech therapists),O O O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O
These molecules of which difethialone is part are much more efficient than the first generation,O O O O O O O O O O O O O O B-Agr
In this horizon scan we highlight 15 emerging issues of potential relevance to global conservation in 2020,O O O O O O O O O O O O O O B-Agr O O
CONCLUSION: EDB of CD-associated colorectal strictures is feasible efficient and safe with more than 40% becoming asymptomatic without surgery,O B-Agr O O O O O O O O O O O O O O O O O
Abnormal rectal capacities and/or rectal perception was observed in more than half,O O O O O B-Agr O O O O O O
In HC3 the embryos were pre-exposed to 0,O O O B-Agr O O O O
Background/objective: The number of long-term survivors of childhood acute leukemia (AL) is substantially growing,O O O O O O O O O B-Agr O O O O
AG may be considered a potential biomarker of vulnerability for developing EDs,O B-Agr O O O O O O O O O O
Minor complications included 4 cases of dehiscence one hematoma,O O O O O O O O B-Agr
Little is known regarding whether maternal physiological status contributes to HMO variability,O O O O O O O O O O B-Agr O
The number of classic ECG criteria Q waves was scored for each ECG,O O O O O O O B-Agr O O O O O
Future work is required to confirm findings,O B-Agr O O O O O
Moreover HOXA5 was previously found to promote the TGF-beta pathway,O O O O O O O O B-Agr O
Early ambulation and careful long-term follow-up with attention to frailty in elderly people should be promoted,O O O O O O O O O O O O B-Agr O O O
However several methodological hurdles must be overcomed to achieve these objectives,O O O B-Agr O O O O O O O
Lasalocid also has an impact on the cellular distribution of GOLPH4 and GOLPH2 Golgi markers,O O O O O O O O B-Agr O O O O O O
But recent work is challenging these definitions now considered too restrictive and thought to induce excessive interventionism by medical professionals,O O B-Agr O O O O O O O O O O O O O O O O O
Evans syndrome (ES) is a rare severe autoimmune disorder characterized by the combination of autoimmune hemolytic anemia and immune thrombocytopenia,O O O O O O O O O O O O O O O O B-Agr O O O
The activation of striatum may be more related to novelty seeking,O O O O B-Agr O O O O O O
Higher reproductive output indicates that ant fitness may be greater when they tend coccids,O O O O O O O B-Agr O O O O O B-Agr
Participants were 43060 French volunteers aged 18 y and over with Internet access,O O O O O B-Agr O O O O O O O
This work revealed that pulmonary parenchymal AM-like are susceptible to PRRSV in vivo,O B-Agr O O O O O O O O O O O
Circular isoforms of TLINC found in tumors may be detectable in serum and be noninvasive biomarkers,O O O O O O O B-Agr O O O O O O O O
The SET index gives a global idea of the excess of transfer for all the contaminants in the studied matrices,O O O O O O O O O O O O O O O B-Agr O O O O
In 2016 half of all paid work on agricultural holdings was carried out under inherently precarious status (fixed-term contracts seasonal work apprentices),O O O O O O B-Agr O O O O O O O O O O O O O B-Agr O
A letter of condolence may help bereaved relatives but little is known about their experience of receiving such a letter,O O O O B-Agr O O O O O O O O O O O O O O O
However blockage decreases dramatically the life expectancy of fleas challenging the adaptive nature of blockage,O O O O O O O O B-Agr O O O O O O
However very few studies have analyzed these patterns across large portions of species' distributions,O O O O O O O O O O O O O B-Agr
So benthic bioassays have been developed to assess contaminants bioavailability,O O O O O O O O B-Agr O
The conditions required for it to work are specified,O O O O O O B-Agr O O
Works carry on to improve it,B-Agr O O O O O
Biological impacts are particularly severe and remanent,O B-Agr O O O O O
From our definition an abstraction is a total mapping so in the memory all the cases are related,O O O O O O O O B-Agr O O O O O O O O O
Descriptions of some historical cases are treated and the repair works are described,O O O O O O O O O O B-Agr O O
The beds are mainly trickling filters with plastic lining with a high proportion of beds with double floors,O B-Agr O O O O O O O O O O O O B-Agr O O O
The series were divided into two parts before (1954 - 1978) and after the works (1979 - 1993),O O O O O O O O O O O O O O B-Agr O O O
The describers vary in function of the period (before and after the works) and the influence of the works can then be clearly highlighted and quantified,O O O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O O O
It can easily be integrated to the current farming conditions,O O O O O O O O B-Agr O
Reaped in the past they are now pastured especially by bovines and ovines more rarely by equines,O O O O O O O O O O B-Agr O O O O O O
NL and TC both accumulated during the day and consumed during the night,O O O O O O O O O O O O B-Agr
As compared to the work of Saint-Pierre et al,O O O O B-Agr O O O O
Environmental contaminants are suspected to be involved in the epidemic incidence of metabolic disorders food ingestion being a primarily route of exposure,O B-Agr O O O O O O O O O O O O B-Agr O O O O O O O
"For example a hard candy (15% gelatin) was described as having an initial ""butter"" sensation followed by a ""strawberry"" perception whereas a soft candy (2% gelatin) was described successively by sour ""green"" and ""strawberry"" perceptions",O O O O O O O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O B-Agr
Identifying correspondences between concepts of two ontologies (mapping) allows the reuse and sharing of annotations,O B-Agr O O O O O O O O O O O O B-Agr
Accordingly biological ontology mapping has attracted a lot of interest,O O O B-Agr O O O O O O
This work can be divided into three complementary parts,O B-Agr O O O O O O O
They are generally embedded in complex food matrixes,O O O O O O B-Agr O
However the 16S rDNA concentration was higher in those who had abdominal adiposity at the end of follow-up,O O O B-Agr O O O O O O O O O O O O O O
The mechanisms underlying the insulin resistance that frequently accompanies CKD are poorly understood but the retention of renally excreted compounds may play a role,O O O O O O O O O O O O O O O O O O O O B-Agr O O O
With the exception of gypsy few endogenous retroviruses have been identified in insects,O O O O O O O O O O O O B-Agr
The cytoskeleton architecture supports many cellular functions,O O B-Agr O O O O
Diatoms are ubiquitous microalgae of an extreme diversity,B-Agr O O O O O O O
We obtained a total of 12000 transcript-derived fragments (TDFs) by cDNA-AFLP with 128 primer pairs,O O O O O O O O O O B-Agr O O O O
Lead-based paint (LBP) was present in 25% of dwellings LBP on only non-metallic substrates was present in 19% of homes and on metallic substrates in 10% of dwellings,O O O O O O O O O O O O O B-Agr O O O O O B-Agr O O O B-Agr O O O O
Aphids exhibit a dispersal polyphenism,B-Agr O O O O
In addition our work showed the importance of the cultural practices in preserving Rlm7 efficacy,O O O B-Agr O O O O O O O O O O O
Attachment of intact SPP1 particles is thus required for phage-induced depolarization,B-Agr O O O O O O O O O O
The positions of the various actors in relationship to the concept of EIA are then examined,O O O O O O O O O O O O B-Agr O O O
Some QTL regions already detected by microsatellites were confirmed and more precisely located while new ones were also located,O B-Agr O O O O O O O O O O O O O O O O O
Studies on organelles have provided a few good reviews but none of them are comprehensive,O O B-Agr O O O O O B-Agr O O O O O O
The plasticity of the DA neuroendocrine role observed in teleosts may have contributed to their large diversity of reproductive cycles,O O O O O O O O O O B-Agr O O O O O O O O O
In a first part we showed that acute FSS and RS induced a decrease of food intake due to an increase of satiation,O O O O O O O O O O O O O O O B-Agr O O O O O O O
The sesame cream has a pH of 5,O B-Agr O O O O O O
However it remains to determine the contribution of the receptor function over the transporter function of GLUT2 in the control of food intake,O O O O O O O O O O O O O O O O O O O O O B-Agr O
"We provide evidence that the TCA ""cycle"" does not work in the forward direction like a proper cycle but rather operates in both the reverse and forward directions to produce fumarate and glutamate respectively",O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O
These QTL were resolved into 27 metaQTL,O B-Agr O O O O O
The flow variations (measured at Le Burck) are significant and sudden able to pass in one hour from a few tens of l/s to more than one m3/s,O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O
Their conservation status is assessed and all specimens examined are cited,O B-Agr O O O O O O O O O
The uncontrolled climatic variation may randomly affect the estimates,O O O O B-Agr O O O O
AimChronic intermittent hypoxia (CIH) induces systemic (hypertension) and central alterations (mitochondrial dysfunction underlying cognitive deficits),O O O O O O O O O O O B-Agr O O O
A preliminarily IUCN conservation status of Endangered (EN) is proposed,O O O B-Agr O O O O O O
The Arctic is experiencing environmental changes at unprecedented rates,O B-Agr O O O O O O O
We also describe two typical portraits of post career entrepreneurs: those of urban origin in urban surroundings and those migrating to the countryside,O O O O O O O O O O O O O O O O O O O O O O B-Agr
With the generalized awareness of this endangered richness a number of conservation and promotion actions have been undertaken over the last years,O O O O O O O O O O O B-Agr O O O O O O O O O O
Conclusion: Rm plays a crucial role in determining the magnitude (large ratio between Rm and Rs) and temporal variations of Rs,O O O O O O O O O O O O O O O O O O B-Agr O O
These ways of life work strongly influences the decisions and conduct of operations,O O O O B-Agr O O O O O O O O
They live in Scandinavia Estonia Latvia Russia and Estonia,O O O O O O B-Agr O O
Sewer overflow is one of the main causes of urban floods,O O O O O O O O O O B-Agr
Each 'canton' is described with robust statistical descriptors (median or quartiles),O O O O O O O B-Agr O O O
The conservation status of seabirds is thereby affected and priority actions due to reduce these impacts have to be established,O B-Agr O O O O O O O O O O O O O B-Agr O O O O
Honeybees were treated orally with imidacloprid at 20 and 50 ?g kg ?1 bee,B-Agr O O O O O O O O O O O O B-Agr
Honeybees were treated orally with 100 ?g of 14 C-imidacloprid per kg of bee a dose close to the median lethal dose,B-Agr O O O O O O O O O O O O B-Agr O O O O O O O O
Questions regarding our planet future are crucial and foresight studies may play a key role by offering multiple and contrasting scenarios and supporting stakeholders,O O O O O O O O O O B-Agr O O O O O O O O O O O O O
The main limitation is related to the heterogeneity of the spatial distribution of cyanobacteria,O O O O O O O O O O O B-Agr O O
This tool is highly relevant but it does not allow assessing the horizontal distribution of cyanobacteria and its cost remains expensive,O O O O O O O O O O O O O B-Agr O O O O O O O
These micro-organisms represent very sensitive bio-indicators at the base of aquatics food webs,O O O O O O O O O O O B-Agr O
Fern fossils from the Triassic are predominantly impressions and compressions; structurally preserved specimens are comparatively rare and primarily known from the Southern Hemisphere,O O O O O O O O O B-Agr O O O O O O O O O O O O O
Such specific differences may be related to the less elaborate courtship displays in tropicbirds,O O O B-Agr O O O O O O O O O O
In contrast surface-nesting petrels may rely on visual cues to recognise their nest,O O O O B-Agr O O O O O O O O
The average dispersion curve was obtained in two steps,O O B-Agr O O O O O O
Two generations of karst are recognized,O B-Agr O O O O
Both are consistent with a Neogene regime dominated by vertical compression,O O O O O O O O O O B-Agr
Their peak seismic activation may occur weeks or months after the earthquake,O O O O B-Agr O O O O O O O
Exceedance of environmental limits often has a direct cost revealed across many sectors whereas the costs associated with exceedance of socio-economic limits may be harder to quantify,O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O O
Pores smaller than 350 ?m played a major role in the increase of N2O fluxes,B-Agr O O O O O O O O O O O O O O
This chapter concludes the work presented in this book,O O O O B-Agr O O O O
The consequence of this is that the stationary seismicity rate observed during the intrusion is a proxy for the magma flux withdrawn from the reservoir,O O O O O O O O B-Agr O O O O O O O O O O O O O O O O
There is no evidence of landslides triggered by earthquakes for the three other catalogs,O O O O O O O O O O O O O B-Agr
Small M ? 4 earthquakes have little influence on landslide triggering if any for all catalogs,O O O O O O O O O O O O O O O B-Agr
The aerodynamic moments which effectuate that stabilization are identified,O O O O O O B-Agr O O
We thus obtained a decimetre-resolution DEM covering 3,O O O O O B-Agr O O
Among all environmental contaminants those emerging from nanotechnologies constitute one of the most critical challenges for the coming years,O O O B-Agr O O O O O O O O O O O O O O O
A taxonomic gradient was studied but also functional comparing functional traits in place and those that are particularly fond of ground beetles,O O O O O O O O O O O O O O O O O O O O O B-Agr
The zone is affected by thin slip planes containing gouge,O O O O O O O B-Agr O O
More specifically a hotspot of functionalsensitivity was highlighted in the Iberian Peninsula which emphasizes the usefulness of quantitative criteria to determine conservation priorities,O O O O O O O O O O O O O O O O O O O O O B-Agr O
This manuscript brings together the work done during my three years of thesis,O O O O O B-Agr O O O O O O O
Pharmacological treatment of cypress allergies is not different from that of other seasonal allergies,O O O O B-Agr O O O O O O O O B-Agr
No significant differences were found between sensitive and resistant isolates suggesting that fitness costs may be absent or negligible,O O O O O O O O O O O O O O B-Agr O O O O
Symposium on the conservation of saproxylic beetles,O O O B-Agr O O B-Agr
In 2012 a white cochineal 2,O O O O B-Agr O
Tourism and leisure are analysed as a whole,O O B-Agr O O O O O
That's why they are a perfect example for studying the emergence of social performance within the firm-society relationship,O O O O O O O O O O B-Agr O O O O O O O
The purpose was to assess the first impacts of remediation on periphytic biofilms and was performed during two years of biomonitoring,O O O O O O O B-Agr O O O O B-Agr O O O O O O O O
Leaf inclination distribution was planophile,O O B-Agr O O
BioIndicators are usually score-based indices built from a tricky protocol,B-Agr O O O O O O O O O
Two main objectives were assigned to this work: 1,O O O O O O O B-Agr O
This is the same scheme with extreme warm days and warm nights,O O O O O O O O O O O B-Agr
Recent works about absolute environmental sustainability aims to develop LCA normalization references based on ecological carrying capacities,O B-Agr O O O O O O O O O O O O O O O
With such rapid flows (slopes are often steeper than 10%) the distribution of rainfalls has also an influence,O O O O O O O O O O O B-Agr O O O O O O
Economical and financial criteria alone do not make it possible to decide on creating the reservoir but they are usable for determining the impacts of public subsidize rates,O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O O
A notable part of the tourism offering consists of agritourism,O O O O O O O O O B-Agr
Aleppo pine is known to produce secondary compounds may influence early recruitment,O B-Agr O O O O O O B-Agr O O O
To achieve this this work is based on two main lines of action,O O O O B-Agr O O O O O O O O
Neither the role of neutral dispersion nor the influence of interspecific relationships are considered,O O O O O B-Agr O O O O O O O O
Maximum abnormality rate was observed in biofilms from Joany with 12 value significantly higher compared to biofilm from the 3 other stations below 5,O O O O O O B-Agr O O O O O O O O O B-Agr O O O O B-Agr O O
This work concerns the experimental study the clogging mechanism in micro-irrigation,O B-Agr O O O O O O O O O
Previous work has identified three flow types with Type II flows being further classified into three subregimes,O B-Agr O O O O O O O O O O O O O O O
Then pools of hydrologically similar catchments are compared with pools of apparently physically similar catchments as identified on the basis of physiographic catchment descriptors,O O O O O O O O O O O O O O O O O O O O O O O B-Agr
This work can be perceived as an initial study who must have a continuation,O B-Agr O O O O O O O O O O O O
The preparation in advance of the works is important,O O O O O O B-Agr O O
The Ecological Ambience concept constitute the conceptual framework of this work,O O O O O O O O O O B-Agr
To solve these issues some works such as were done to find optimal paths followed by the spreader according to the transverse distribution,O O O O O B-Agr O O O O O O O O O O O O O O O O B-Agr
This adjustment should be continuously carried out for each GPS position of the applicator by changing its settings,O O O O O O O O O B-Agr O O O O O O O O
The experiment was located in a recently thinned old pine stand,O O O O O O O O O B-Agr O
Several inquiry teams worked on it,O O O B-Agr O O
This issue was addressed under three axes: (i) comparison to previous works (ii) influence of the position of the GCL; and (iii) comparison to suctions obtained for geotextiles,O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O
A widespread hypothesis for the ontogeny of behavior and decision-making is the early-exploration-later-canalization hypothesis,O O O O O B-Agr O O O O O O O O
Yet earlier work questioned the generality of this independence,O O B-Agr O O O O O O
It will be illustrated with examples related to GIS,O O O O O O O O B-Agr
If your homes flood if your insurance rates go up if you have the misfortune of being killed by a mudslide hey that's just too bad,O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O
We have then calculated the hydrographs at the entrance of the reservoirs,O O O O O O O O O O O B-Agr
During the reservoir drawdown required for the works a sinkhole appeared which implied additional works mainly consisting of grouting along the intake masonry conduit,O O O O O O O B-Agr O O O O O O B-Agr O O O O O O O O O
They scored higher on a majority of items especially those related to social and food odors,O O O O O O O O O O O O O O B-Agr O
Deforestation biodiversity conservation and livelihoods were key issues discussed during RPG sessions and subsequently represented in an ABM simulator,O O B-Agr O O O O O O O O O O O O O O O O
Here we completed the ADI locus sequence,O O O O B-Agr O O
However both the fitness penalty and its dominance may modify evolutionary trajectory and outcome,O O O O O O O O B-Agr O O O O O
Figs and fig-pollinating wasps are obligate mutualists that have coevolved for over 60 million years,O O O B-Agr O O O O O O O O O O O
Chest CT showed bilateral perihilar alveolar consolidation with bronchiectasis,B-Agr O O O O O O O O
An emergency vitrectomy is helpful when the baseline visual acuity is lower than hand motion perceptions,O O O O O O O O O O O O O O O B-Agr
Their spatio-temporal distribution suggests that most of them may be related to the Bluetongue epizootic,O O B-Agr O O O O O B-Agr O O O O O O
Reservoirs are characterized by a long-lasting bacteremia sometimes with recurrences,B-Agr O O O O O O O O O
The third series (SS) was carried out with gradually increasing concentrations in which initial COD values were 480 590 and 760 mgO2/L,O O O O O O O O O O O O O O B-Agr O O O O O O O
Besides the foods consumed in the greatest quantity daily tend to be the most satiating and ultra-processed foods were among the less frequently consumed both in terms of percentage and daily quantity (around two-fold difference between minimally- and ultra-processed foods),O O B-Agr O O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O B-Agr
This pilot study suggests that myoinositol may be a safe first-line medical treatment for uncontrolled GDM,O O O O O B-Agr B-Agr O O O O O O O O O
CMR may allow correcting an underestimation at TTE when AR index is doubtful,O B-Agr O O O O O O O O O O O
EurSafe Conference: Global food security: ethical and legal challenges,O O O B-Agr O O O O O
It may also have wider impact,O B-Agr O O O O
It makes proposals for the next meeting on october 1997 which deals with actions against floods,O O O O O O O O O O O O O O O B-Agr
The a priori choice of representative stations is presently impossible,O O O O O O B-Agr O O O
The concerned works are those concerning not only minor bed but all the catchment,O O B-Agr O O O O O O O O O O O
The work in this thesis is explorative,O B-Agr O O O O O
The average dose is satisfactory only if lateral distribution is homogenous,O O O O O O O O B-Agr O O
Distribution is affected by environmental conditions,B-Agr O O O O O
The responses of two types of probes to variations present the same behavior pattern,O O O O O O O O B-Agr O O O O O
On certain datasets initial contig N50 may be increased up to 4,O O O O O O B-Agr O O O O O
Three major conclusions were drawn from this work,O O O O O O O B-Agr
The goal of this article is to study in detail the problems related to the rheometry of debris flows,O O O O O O O O O O O O O O O O O B-Agr O
The distribution morphological and ecological characteristics are analyzed,O B-Agr O O O O O O
It is only related to corn farming in Aquitaine for the years 84-85-86-87-88,O O O O O B-Agr B-Agr O O O O O O
The graphical toolbox in Galaxy is our main work in progress and we are currently implementing several original visualisation tools such as R-Shiny,O O O O O O O O B-Agr O O O O O O O O O O O O O O
It may therefore be possible to prevent and manage ALD by IM manipulation,O B-Agr O O O O O O O O O O O
Cucurbits are widely grown in different provinces of Turkey,O O O O O O O O B-Agr
However the situation in Turkey remains unknown,O O O O B-Agr O O
However no study so far has focused on the mechanisms associated with this airborne transmission,O O O O O O O O O O O O O O B-Agr
Improved theileriosis surveillance and control is warranted,O B-Agr O O O O O
The others followed a normal distribution with a coefficient of variation of 9,O O O O O B-Agr O O O O O O O
Pathologic amyloid accumulates in the CNS or in peripheral organs yet the mechanism underlying the targeting of systemic amyloid deposits is unclear,O O O O O B-Agr O O O O O O O O O O O O O O O O
"This article is the last one of a special ""Engineering Our Food",O O O O O O O O O O O B-Agr
International Symposium on Molecular Allergology on Food,O O O O O O B-Agr
Over the last few years there has been increasing concern about the transition towards organic farming (OF),O O O O O O O O O O O O O O O B-Agr O
The proposed pipeline is primarily based on read mapping with TopHat2,O O O O O O O O B-Agr O O
Resistance of micro-organisms to disinfection is frequently associated with the presence of biofilms on surfaces,O O O O O O O O O O O O B-Agr O O
Next generation sequencing allowed a full characterization of the microbiome,O B-Agr O O O O O O O O
To focus on divisions or combinations in thisregard is of no help,O O O B-Agr O O O O O O O O
The instrumentation was working almost permanently during these two years,O O O B-Agr O O O O O O
This study reveals a wide diversity of behaviors for storing food in the refrigerator,O O O O O O O O O O B-Agr O O O
This work produced original findings on the magnitudes of pedogeochemical changes that occurred during the 90 years of the experiment,O B-Agr O O O O O O O O O O O O O O O O O O
Different concentrations of extracellular Mg did not impact on endocytosis while Ca antagonists markedly decreased it,O O O O O O O O O O O O B-Agr O O O
The molecular mechanisms involved in the antifungal resistance of biofilms remain poorly understood,O O O O O O O O O B-Agr O O O
Non linear optimal control of a batch corn dryer,O O O O O O O B-Agr O
Introduction: The question of the sensory determinants of food choices remains an open question,O O O O O O O O B-Agr O O O O O
A PNNS adequacy score was computed froma qualitative food frequency questionnaire after multiple imputations of partial non-responses,O O O O O O O O B-Agr O O O O O O O O
Thus beech range marginality may be more due to climatic conditions than to geographic range,O B-Agr O O B-Agr O O O O O O O O O O
Non linear optimal control of a corn dryer,O O O O O O B-Agr O
These changes were associated with significantly increased dietary exposure to some contaminants but without exceeding 57% of TRVs,O O O O O O O O O O O B-Agr O O O O O O
However there are some food combinations that can meet nutritional recommendations without exceeding observed exposures,O O O O B-Agr O O O O O O O O O O
With sensorial characteristics matching the expectancies it could be incorporated at 25% in food preparations,O O O O O O O O O O O O O B-Agr O
It is shown that the proposed prior can be arbitrarily close to the distribution induced by the addition of a polynomial plus an (m - 1)-fold integrated Brownian motion,O O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O
This chapter may be seen as a follow up to Chap,O O B-Agr O O O O O O O O
No significant differences were found between translocated and non-translocated biofilms in diatom diversity indices (S H and J),O O O O O O O O O B-Agr O O O O O O O O
These range differences depend on the substrate origin the type of treatment and its performances,O O O O O O B-Agr O O O O O O O O
Knowing people?s preferences for coastal amenities may partly inform decision makers and help them in prioritizing their objectives,O O O O O O B-Agr O O O O O O O O O O O
Moreover these findings question the central role of the PPB in division plane positioning,O O O O O O O O O O O B-Agr B-Agr O
